"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Sunlight (KJ/m²)
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Feb"	"2"	12273.94
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Mar"	"3"	16383.21
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Apr"	"4"	19004.76
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"May"	"5"	22661.14
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Jun"	"6"	23937.85
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Jul"	"7"	22604.61
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Aug"	"8"	19908.52
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Sep"	"9"	18591.87
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Oct"	"10"	14396.13
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Nov"	"11"	9783.68
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1992"	"1992"	"Dec"	"12"	8404.21
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Jan"	"1"	8920.46
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Feb"	"2"	11489.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Mar"	"3"	16317.07
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Apr"	"4"	19288.36
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"May"	"5"	22842.43
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Jun"	"6"	24192.82
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Jul"	"7"	22912.66
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Aug"	"8"	19925.80
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Sep"	"9"	18512.20
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Oct"	"10"	14296.68
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Nov"	"11"	9901.82
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1993"	"1993"	"Dec"	"12"	8407.04
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Jan"	"1"	8786.32
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Feb"	"2"	12212.84
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Mar"	"3"	16126.45
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Apr"	"4"	18336.34
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"May"	"5"	23870.42
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Jun"	"6"	24772.84
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Jul"	"7"	23192.98
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Aug"	"8"	20177.99
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Sep"	"9"	18066.76
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Oct"	"10"	14406.58
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Nov"	"11"	10142.35
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1994"	"1994"	"Dec"	"12"	8357.26
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Jan"	"1"	8909.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Feb"	"2"	12521.77
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Mar"	"3"	15887.92
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Apr"	"4"	18732.88
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"May"	"5"	22079.37
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Jun"	"6"	23929.60
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Jul"	"7"	23372.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Aug"	"8"	20580.69
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Sep"	"9"	18062.43
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Oct"	"10"	14994.06
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Nov"	"11"	10479.46
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1995"	"1995"	"Dec"	"12"	8548.71
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Jan"	"1"	8678.37
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Feb"	"2"	12404.21
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Mar"	"3"	16399.12
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Apr"	"4"	19073.39
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"May"	"5"	24316.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Jun"	"6"	24325.78
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Jul"	"7"	23281.43
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Aug"	"8"	20695.41
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Sep"	"9"	17645.16
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Oct"	"10"	14744.75
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Nov"	"11"	10451.11
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1996"	"1996"	"Dec"	"12"	8295.27
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Jan"	"1"	8973.05
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Feb"	"2"	12076.62
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Mar"	"3"	16914.84
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Apr"	"4"	18711.60
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"May"	"5"	23520.80
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Jun"	"6"	24023.55
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Jul"	"7"	22780.94
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Aug"	"8"	19396.23
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Sep"	"9"	17787.28
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Oct"	"10"	14815.85
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Nov"	"11"	10576.34
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1997"	"1997"	"Dec"	"12"	8423.14
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Jan"	"1"	9114.57
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Feb"	"2"	12138.50
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Mar"	"3"	16584.77
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Apr"	"4"	19229.13
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"May"	"5"	24430.12
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Jun"	"6"	24210.25
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Jul"	"7"	21873.38
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Aug"	"8"	20416.23
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Sep"	"9"	18500.82
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Oct"	"10"	14304.31
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Nov"	"11"	10329.38
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1998"	"1998"	"Dec"	"12"	8527.25
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Jan"	"1"	8803.60
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Feb"	"2"	12469.12
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Mar"	"3"	17175.71
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Apr"	"4"	17844.92
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"May"	"5"	22721.77
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Jun"	"6"	24106.96
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Jul"	"7"	22398.27
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Aug"	"8"	19998.45
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Sep"	"9"	18262.07
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Oct"	"10"	14971.89
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Nov"	"11"	10848.59
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"1999"	"1999"	"Dec"	"12"	8383.17
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Jan"	"1"	8816.26
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Feb"	"2"	12296.95
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Mar"	"3"	15795.84
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Apr"	"4"	19478.34
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"May"	"5"	23872.12
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Jun"	"6"	24439.91
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Jul"	"7"	22891.25
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Aug"	"8"	19983.90
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Sep"	"9"	18307.05
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Oct"	"10"	14751.65
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Nov"	"11"	10351.82
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2000"	"2000"	"Dec"	"12"	8496.09
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Jan"	"1"	9060.89
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Feb"	"2"	12327.82
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Mar"	"3"	16147.97
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Apr"	"4"	19595.91
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"May"	"5"	23641.91
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Jun"	"6"	24747.57
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Jul"	"7"	22493.87
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Aug"	"8"	19521.71
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Sep"	"9"	18399.72
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Oct"	"10"	14557.03
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Nov"	"11"	10206.62
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2001"	"2001"	"Dec"	"12"	8483.09
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Jan"	"1"	8905.23
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Feb"	"2"	12480.07
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Mar"	"3"	16784.85
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Apr"	"4"	19833.42
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"May"	"5"	24071.28
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Jun"	"6"	24789.93
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Jul"	"7"	23004.74
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Aug"	"8"	20695.33
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Sep"	"9"	17554.56
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Oct"	"10"	14417.80
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Nov"	"11"	10519.22
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2002"	"2002"	"Dec"	"12"	8538.89
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Jan"	"1"	9051.65
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Feb"	"2"	11848.27
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Mar"	"3"	16164.82
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Apr"	"4"	19040.15
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"May"	"5"	22994.76
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Jun"	"6"	23900.93
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Jul"	"7"	23012.25
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Aug"	"8"	19730.67
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Sep"	"9"	18047.48
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Oct"	"10"	14726.47
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Nov"	"11"	10086.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2003"	"2003"	"Dec"	"12"	8620.46
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Jan"	"1"	8995.08
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Feb"	"2"	12465.67
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Mar"	"3"	16808.92
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Apr"	"4"	18800.17
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"May"	"5"	24115.61
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Jun"	"6"	23231.25
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Jul"	"7"	22155.04
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Aug"	"8"	20015.57
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Sep"	"9"	17497.12
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Oct"	"10"	14064.69
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Nov"	"11"	9760.05
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2004"	"2004"	"Dec"	"12"	8285.67
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Jan"	"1"	8959.50
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Feb"	"2"	12410.98
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Mar"	"3"	16128.17
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Apr"	"4"	19119.98
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"May"	"5"	23746.39
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Jun"	"6"	23920.70
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Jul"	"7"	23578.24
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Aug"	"8"	19850.07
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Sep"	"9"	18259.42
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Oct"	"10"	14446.93
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Nov"	"11"	10381.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2005"	"2005"	"Dec"	"12"	8322.22
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Jan"	"1"	8999.80
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Feb"	"2"	12497.74
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Mar"	"3"	16445.89
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Apr"	"4"	19461.31
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"May"	"5"	24528.65
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Jun"	"6"	24604.85
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Jul"	"7"	21611.53
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Aug"	"8"	19563.48
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Sep"	"9"	18205.18
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Oct"	"10"	13939.42
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Nov"	"11"	10469.60
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2006"	"2006"	"Dec"	"12"	8327.18
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Jan"	"1"	8944.76
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Feb"	"2"	12306.75
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Mar"	"3"	16021.81
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Apr"	"4"	19161.41
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"May"	"5"	24151.98
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Jun"	"6"	24013.44
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Jul"	"7"	22101.96
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Aug"	"8"	19506.43
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Sep"	"9"	18013.44
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Oct"	"10"	14681.02
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Nov"	"11"	10795.03
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2007"	"2007"	"Dec"	"12"	8158.03
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Jan"	"1"	8851.32
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Feb"	"2"	12100.42
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Mar"	"3"	16658.86
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Apr"	"4"	19552.06
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"May"	"5"	23813.63
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Jun"	"6"	24779.01
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Jul"	"7"	22384.33
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Aug"	"8"	19664.16
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Sep"	"9"	18486.45
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Oct"	"10"	14662.22
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Nov"	"11"	10298.90
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2008"	"2008"	"Dec"	"12"	8116.20
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Jan"	"1"	8829.38
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Feb"	"2"	12571.47
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Mar"	"3"	16824.41
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Apr"	"4"	19248.57
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"May"	"5"	22997.94
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Jun"	"6"	23004.12
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Jul"	"7"	22794.44
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Aug"	"8"	20968.92
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Sep"	"9"	17345.75
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Oct"	"10"	14028.05
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Nov"	"11"	10860.72
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2009"	"2009"	"Dec"	"12"	8581.95
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Jan"	"1"	9127.35
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Feb"	"2"	12349.30
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Mar"	"3"	16525.19
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Apr"	"4"	18774.60
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"May"	"5"	23676.59
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Jun"	"6"	24168.52
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Jul"	"7"	22497.92
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Aug"	"8"	20460.31
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Sep"	"9"	19119.58
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Oct"	"10"	14268.72
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Nov"	"11"	10314.71
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2010"	"2010"	"Dec"	"12"	8358.75
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Jan"	"1"	8881.75
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Feb"	"2"	12137.06
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Mar"	"3"	16469.15
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Apr"	"4"	18709.88
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"May"	"5"	23253.86
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Jun"	"6"	25163.04
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Jul"	"7"	22509.48
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Aug"	"8"	20723.90
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Sep"	"9"	18049.29
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Oct"	"10"	14654.79
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Nov"	"11"	10849.54
	"Colorado"	"08"	"Clear Creek County, CO"	"08019"	"2011"	"2011"	"Dec"	"12"	8448.04
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Jan"	"1"	10267.68
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Feb"	"2"	14487.63
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Mar"	"3"	17716.65
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Apr"	"4"	22393.65
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"May"	"5"	24826.77
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Jun"	"6"	27357.33
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Jul"	"7"	24440.18
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Aug"	"8"	21889.19
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Sep"	"9"	20022.10
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Oct"	"10"	15991.38
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Nov"	"11"	11450.86
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1979"	"1979"	"Dec"	"12"	10080.29
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1980"	"1980"	"Jan"	"1"	10632.71
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1980"	"1980"	"Feb"	"2"	14079.61
	"Colorado"	"08"	"Conejos County, CO"	"08021"	"1980"	"1980"	"Mar"	"3"	17429.85
