Assessment,Trial,Cycle,Location,Statistic,Value
GY,NRPN,1985.0,Presho,LSD(0.05),450.0
GY,NRPN,1985.0,Presho,CV,13.5
GY,NRPN,1985.0,Williston,Replications,4.0
GY,NRPN,1985.0,Williston,Mean,1007.0
GY,NRPN,1985.0,Williston,LSD(0.05),299.0
GY,NRPN,1985.0,Williston,CV,21.2
GY,NRPN,1985.0,Hettinger,Replications,3.0
GY,NRPN,1985.0,Hettinger,Mean,1038.0
GY,NRPN,1985.0,Hettinger,LSD(0.05),493.0
GY,NRPN,1985.0,Hettinger,CV,28.9
GY,NRPN,1985.0,Rosemount,Replications,3.0
GY,NRPN,1985.0,Rosemount,Mean,2756.0
GY,NRPN,1985.0,Rosemount,LSD(0.05),800.0
GY,NRPN,1985.0,Rosemount,CV,17.6
GY,NRPN,1985.0,Waseca,Replications,3.0
GY,NRPN,1985.0,Waseca,Mean,4281.0
GY,NRPN,1985.0,Waseca,LSD(0.05),1136.0
GY,NRPN,1985.0,Waseca,CV,16.1
GY,NRPN,1985.0,Sheridan,Replications,3.0
GY,NRPN,1985.0,Sheridan,Mean,2415.0
GY,NRPN,1985.0,Sheridan,LSD(0.05),532.0
GY,NRPN,1985.0,Sheridan,CV,13.4
GY,NRPN,1985.0,Archer,Replications,3.0
GY,NRPN,1985.0,Archer,Mean,1508.0
GY,NRPN,1985.0,Archer,LSD(0.05),NA
GY,NRPN,1985.0,Archer,CV,12.3
GY,NRPN,1985.0,Moccasin,Replications,3.0
GY,NRPN,1985.0,Moccasin,Mean,1423.0
GY,NRPN,1985.0,Moccasin,LSD(0.05),416.0
GY,NRPN,1985.0,Moccasin,CV,17.7
GY,NRPN,1985.0,Aberdeen,Replications,2.0
GY,NRPN,1985.0,Aberdeen,Mean,6130.0
GY,NRPN,1985.0,Aberdeen,LSD(0.05),1072.0
GY,NRPN,1985.0,Aberdeen,CV,10.6
GY,NRPN,1985.0,Lind,Replications,3.0
GY,NRPN,1985.0,Lind,Mean,1670.0
GY,NRPN,1985.0,Lind,LSD(0.05),NA
GY,NRPN,1985.0,Lind,CV,21.0
GY,SRPN,1986.0,Clovis (Irr),Replications,3.0
GY,SRPN,1986.0,Clovis (Irr),Mean,4822.0
GY,SRPN,1986.0,Clovis (Irr),LSD(0.05),720.0
GY,SRPN,1986.0,Clovis (Irr),CV,9.1
GY,SRPN,1986.0,Clovis (Dry),Replications,3.0
GY,SRPN,1986.0,Clovis (Dry),Mean,1952.0
GY,SRPN,1986.0,Clovis (Dry),LSD(0.05),649.0
GY,SRPN,1986.0,Clovis (Dry),CV,20.4
GY,SRPN,1986.0,Farmington,Replications,4.0
GY,SRPN,1986.0,Farmington,Mean,6012.0
GY,SRPN,1986.0,Farmington,LSD(0.05),1457.0
GY,SRPN,1986.0,Farmington,CV,17.3
GY,SRPN,1986.0,Dallas,Replications,3.0
GY,SRPN,1986.0,Dallas,Mean,1609.0
GY,SRPN,1986.0,Dallas,LSD(0.05),261.0
GY,SRPN,1986.0,Dallas,CV,9.9
GY,SRPN,1986.0,Chillicothe,Replications,3.0
GY,SRPN,1986.0,Chillicothe,Mean,2425.0
GY,SRPN,1986.0,Chillicothe,LSD(0.05),363.0
GY,SRPN,1986.0,Chillicothe,CV,9.2
GY,SRPN,1986.0,Bushland (Irr),Replications,3.0
GY,SRPN,1986.0,Bushland (Irr),Mean,5563.0
GY,SRPN,1986.0,Bushland (Irr),LSD(0.05),520.0
GY,SRPN,1986.0,Bushland (Irr),CV,5.7
GY,SRPN,1986.0,Bushland (Dry),Replications,4.0
GY,SRPN,1986.0,Bushland (Dry),Mean,1496.0
GY,SRPN,1986.0,Bushland (Dry),LSD(0.05),178.0
GY,SRPN,1986.0,Bushland (Dry),CV,8.5
GY,SRPN,1986.0,Stillwater,Replications,3.0
GY,SRPN,1986.0,Stillwater,Mean,3070.0
GY,SRPN,1986.0,Stillwater,LSD(0.05),552.0
GY,SRPN,1986.0,Stillwater,CV,11.0
GY,SRPN,1986.0,Altus,Replications,3.0
GY,SRPN,1986.0,Altus,Mean,2047.0
GY,SRPN,1986.0,Altus,LSD(0.05),238.0
GY,SRPN,1986.0,Altus,CV,7.1
GY,SRPN,1986.0,Lahoma,Replications,3.0
GY,SRPN,1986.0,Lahoma,Mean,3652.0
GY,SRPN,1986.0,Lahoma,LSD(0.05),382.0
GY,SRPN,1986.0,Lahoma,CV,6.4
GY,SRPN,1986.0,Goodwell,Replications,3.0
GY,SRPN,1986.0,Goodwell,Mean,4391.0
GY,SRPN,1986.0,Goodwell,LSD(0.05),439.0
GY,SRPN,1986.0,Goodwell,CV,6.1
GY,SRPN,1986.0,Hutchinson,Replications,3.0
GY,SRPN,1986.0,Hutchinson,Mean,4468.0
GY,SRPN,1986.0,Hutchinson,LSD(0.05),581.0
GY,SRPN,1986.0,Hutchinson,CV,8.0
GY,SRPN,1986.0,Manhattan,Replications,3.0
GY,SRPN,1986.0,Manhattan,Mean,4353.0
GY,SRPN,1986.0,Manhattan,LSD(0.05),573.0
GY,SRPN,1986.0,Manhattan,CV,8.1
GY,SRPN,1986.0,Hays,Replications,3.0
GY,SRPN,1986.0,Hays,Mean,3773.0
GY,SRPN,1986.0,Hays,LSD(0.05),432.0
GY,SRPN,1986.0,Hays,CV,7.0
GY,SRPN,1986.0,Colby,Replications,3.0
GY,SRPN,1986.0,Colby,Mean,2432.0
GY,SRPN,1986.0,Colby,LSD(0.05),496.0
GY,SRPN,1986.0,Colby,CV,12.5
GY,SRPN,1986.0,Garden City,Replications,3.0
GY,SRPN,1986.0,Garden City,Mean,1690.0
GY,SRPN,1986.0,Garden City,LSD(0.05),357.0
GY,SRPN,1986.0,Garden City,CV,12.9
GY,SRPN,1986.0,Fort Collins,Replications,3.0
GY,SRPN,1986.0,Fort Collins,Mean,5423.0
GY,SRPN,1986.0,Fort Collins,LSD(0.05),926.0
GY,SRPN,1986.0,Fort Collins,CV,10.5
GY,SRPN,1986.0,Burlington,Replications,3.0
GY,SRPN,1986.0,Burlington,Mean,4122.0
GY,SRPN,1986.0,Burlington,LSD(0.05),811.0
GY,SRPN,1986.0,Burlington,CV,12.0
GY,SRPN,1986.0,Akron,Replications,3.0
GY,SRPN,1986.0,Akron,Mean,2577.0
GY,SRPN,1986.0,Akron,LSD(0.05),454.0
GY,SRPN,1986.0,Akron,CV,10.8
GY,SRPN,1986.0,Mead,Replications,3.0
GY,SRPN,1986.0,Mead,Mean,1570.0
GY,SRPN,1986.0,Mead,LSD(0.05),501.0
GY,SRPN,1986.0,Mead,CV,19.5
GY,SRPN,1986.0,Clay Center,Replications,3.0
GY,SRPN,1986.0,Clay Center,Mean,1410.0
GY,SRPN,1986.0,Clay Center,LSD(0.05),436.0
GY,SRPN,1986.0,Clay Center,CV,18.9
GY,SRPN,1986.0,North Platte,Replications,3.0
GY,SRPN,1986.0,North Platte,Mean,3059.0
GY,SRPN,1986.0,North Platte,LSD(0.05),900.0
GY,SRPN,1986.0,North Platte,CV,18.1
GY,SRPN,1986.0,Sidney,Replications,3.0
GY,SRPN,1986.0,Sidney,Mean,3910.0
GY,SRPN,1986.0,Sidney,LSD(0.05),617.0
GY,SRPN,1986.0,Sidney,CV,9.7
GY,SRPN,1986.0,Alliance,Replications,3.0
GY,SRPN,1986.0,Alliance,Mean,3414.0
GY,SRPN,1986.0,Alliance,LSD(0.05),644.0
GY,SRPN,1986.0,Alliance,CV,11.5
GY,SRPN,1986.0,Brookings,Replications,3.0
GY,SRPN,1986.0,Brookings,Mean,3169.0
GY,SRPN,1986.0,Brookings,LSD(0.05),774.0
GY,SRPN,1986.0,Brookings,CV,15.0
GY,SRPN,1986.0,Presho,Replications,3.0
GY,SRPN,1986.0,Presho,Mean,1847.0
GY,SRPN,1986.0,Presho,LSD(0.05),521.0
GY,SRPN,1986.0,Presho,CV,17.2
GY,SRPN,1986.0,Highmore,Replications,3.0
GY,SRPN,1986.0,Highmore,Mean,4271.0
GY,SRPN,1986.0,Highmore,LSD(0.05),937.0
GY,SRPN,1986.0,Highmore,CV,13.4
GY,SRPN,1986.0,Casselton,Replications,3.0
GY,SRPN,1986.0,Casselton,Mean,4691.0
GY,SRPN,1986.0,Casselton,LSD(0.05),924.0
GY,SRPN,1986.0,Casselton,CV,12.1
GY,SRPN,1986.0,Columbia,Replications,3.0
GY,SRPN,1986.0,Columbia,Mean,1154.0
GY,SRPN,1986.0,Columbia,LSD(0.05),430.0
GY,SRPN,1986.0,Columbia,CV,22.7
GY,SRPN,1986.0,Urbana,Replications,3.0
GY,SRPN,1986.0,Urbana,Mean,3541.0
GY,SRPN,1986.0,Urbana,LSD(0.05),716.0
GY,SRPN,1986.0,Urbana,CV,12.4
GY,SRPN,1986.0,Aberdeen,Replications,2.0
GY,SRPN,1986.0,Aberdeen,Mean,5160.0
GY,SRPN,1986.0,Aberdeen,LSD(0.05),1695.0
GY,SRPN,1986.0,Aberdeen,CV,16.3
GY,SRPN,1986.0,Rockland,Replications,2.0
GY,SRPN,1986.0,Rockland,Mean,3547.0
GY,SRPN,1986.0,Rockland,LSD(0.05),1356.0
GY,SRPN,1986.0,Rockland,CV,18.9
GY,SRPN,1986.0,Lind,Replications,3.0
GY,SRPN,1986.0,Lind,Mean,1422.0
GY,SRPN,1986.0,Lind,LSD(0.05),280.0
GY,SRPN,1986.0,Lind,CV,12.1
GY,NRPN,1986.0,Clovis (Irr),Replications,3.0
GY,NRPN,1986.0,Clovis (Irr),Mean,3663.0
GY,NRPN,1986.0,Clovis (Irr),LSD(0.05),717.0
GY,NRPN,1986.0,Clovis (Irr),CV,12.0
GY,NRPN,1986.0,Clovis (Dry),Replications,3.0
GY,NRPN,1986.0,Clovis (Dry),Mean,1927.0
GY,NRPN,1986.0,Clovis (Dry),LSD(0.05),604.0
GY,NRPN,1986.0,Clovis (Dry),CV,19.2
GY,NRPN,1986.0,Mead,Replications,3.0
GY,NRPN,1986.0,Mead,Mean,1650.0
GY,NRPN,1986.0,Mead,LSD(0.05),374.0
GY,NRPN,1986.0,Mead,CV,13.9
GY,NRPN,1986.0,North Platte,Replications,3.0
GY,NRPN,1986.0,North Platte,Mean,3151.0
GY,NRPN,1986.0,North Platte,LSD(0.05),580.0
GY,NRPN,1986.0,North Platte,CV,11.3
GY,NRPN,1986.0,Sidney,Replications,3.0
GY,NRPN,1986.0,Sidney,Mean,3966.0
GY,NRPN,1986.0,Sidney,LSD(0.05),593.0
GY,NRPN,1986.0,Sidney,CV,9.2
GY,NRPN,1986.0,Alliance,Replications,3.0
GY,NRPN,1986.0,Alliance,Mean,3713.0
GY,NRPN,1986.0,Alliance,LSD(0.05),NA
GY,NRPN,1986.0,Alliance,CV,12.6
GY,NRPN,1986.0,Brookings,Replications,3.0
GY,NRPN,1986.0,Brookings,Mean,2643.0
GY,NRPN,1986.0,Brookings,LSD(0.05),769.0
GY,NRPN,1986.0,Brookings,CV,17.8
GY,NRPN,1986.0,Highmore,Replications,3.0
GY,NRPN,1986.0,Highmore,Mean,4539.0
GY,NRPN,1986.0,Highmore,LSD(0.05),1654.0
GY,NRPN,1986.0,Highmore,CV,22.3
GY,NRPN,1986.0,Presho,Replications,3.0
GY,NRPN,1986.0,Presho,Mean,2080.0
GY,NRPN,1986.0,Presho,LSD(0.05),534.0
GY,NRPN,1986.0,Presho,CV,15.7
GY,NRPN,1986.0,Casselton,Replications,3.0
GY,NRPN,1986.0,Casselton,Mean,4585.0
GY,NRPN,1986.0,Casselton,LSD(0.05),447.0
GY,NRPN,1986.0,Casselton,CV,6.1
GY,NRPN,1986.0,Carrington,Replications,3.0
GY,NRPN,1986.0,Carrington,Mean,1838.0
GY,NRPN,1986.0,Carrington,LSD(0.05),433.0
GY,NRPN,1986.0,Carrington,CV,14.4
GY,NRPN,1986.0,Williston,Replications,4.0
GY,NRPN,1986.0,Williston,Mean,2260.0
GY,NRPN,1986.0,Williston,LSD(0.05),275.0
GY,NRPN,1986.0,Williston,CV,8.6
GY,NRPN,1986.0,Rosemount,Replications,3.0
GY,NRPN,1986.0,Rosemount,Mean,3091.0
GY,NRPN,1986.0,Rosemount,LSD(0.05),777.0
GY,NRPN,1986.0,Rosemount,CV,15.4
GY,NRPN,1986.0,Waseca,Replications,3.0
GY,NRPN,1986.0,Waseca,Mean,3507.0
GY,NRPN,1986.0,Waseca,LSD(0.05),776.0
GY,NRPN,1986.0,Waseca,CV,13.5
GY,NRPN,1986.0,Sheridan,Replications,3.0
GY,NRPN,1986.0,Sheridan,Mean,3679.0
GY,NRPN,1986.0,Sheridan,LSD(0.05),1017.0
GY,NRPN,1986.0,Sheridan,CV,16.8
GY,NRPN,1986.0,Archer,Replications,3.0
GY,NRPN,1986.0,Archer,Mean,1487.0
GY,NRPN,1986.0,Archer,LSD(0.05),306.0
GY,NRPN,1986.0,Archer,CV,12.6
GY,NRPN,1986.0,Moccasin,Replications,3.0
GY,NRPN,1986.0,Moccasin,Mean,3263.0
GY,NRPN,1986.0,Moccasin,LSD(0.05),648.0
GY,NRPN,1986.0,Moccasin,CV,12.2
GY,NRPN,1986.0,SidneyMT,Replications,4.0
GY,NRPN,1986.0,SidneyMT,Mean,3349.0
GY,NRPN,1986.0,SidneyMT,LSD(0.05),NA
GY,NRPN,1986.0,SidneyMT,CV,26.8
GY,NRPN,1986.0,Bozeman,Replications,4.0
GY,NRPN,1986.0,Bozeman,Mean,4431.0
GY,NRPN,1986.0,Bozeman,LSD(0.05),1002.0
GY,NRPN,1986.0,Bozeman,CV,16.0
GY,NRPN,1986.0,Aberdeen,Replications,2.0
GY,NRPN,1986.0,Aberdeen,Mean,4690.0
GY,NRPN,1986.0,Aberdeen,LSD(0.05),1751.0
GY,NRPN,1986.0,Aberdeen,CV,18.3
GY,NRPN,1986.0,Lind,Replications,3.0
GY,NRPN,1986.0,Lind,Mean,1468.0
GY,NRPN,1986.0,Lind,LSD(0.05),306.0
GY,NRPN,1986.0,Lind,CV,12.8
GY,NRPN,1986.0,Lethbridge,Replications,4.0
GY,NRPN,1986.0,Lethbridge,Mean,3227.0
GY,NRPN,1986.0,Lethbridge,LSD(0.05),517.0
GY,NRPN,1986.0,Lethbridge,CV,11.3
GY,SRPN,2014.0,Farmington (Irr),Mean,5246.2
GY,SRPN,2014.0,Farmington (Irr),cv (%),18.0
GY,SRPN,2014.0,Farmington (Irr),n,4.0
GY,SRPN,2014.0,Farmington (Irr),l.s.d.,1337.1
GY,SRPN,2014.0,Farmington (Irr),mse,893960.5
GY,SRPN,2014.0,Bushland (Irr),Mean,3378.0
GY,SRPN,2014.0,Bushland (Irr),cv (%),11.8
GY,SRPN,2014.0,Bushland (Irr),n,3.0
GY,SRPN,2014.0,Bushland (Irr),l.s.d.,651.8
GY,SRPN,2014.0,Bushland (Irr),mse,159329.0
GY,SRPN,2014.0,Chillicothe,Mean,1932.9
GY,SRPN,2014.0,Chillicothe,cv (%),6.6
GY,SRPN,2014.0,Chillicothe,n,3.0
GY,SRPN,2014.0,Chillicothe,l.s.d.,210.0
GY,SRPN,2014.0,Chillicothe,mse,16540.0
GY,SRPN,2014.0,Stillwater,Mean,2306.1
GY,SRPN,2014.0,Stillwater,cv (%),15.4
GY,SRPN,2014.0,Stillwater,n,3.0
GY,SRPN,2014.0,Stillwater,l.s.d.,579.2
GY,SRPN,2014.0,Stillwater,mse,125788.0
GY,SRPN,2014.0,Enid,Mean,1336.1
GY,SRPN,2014.0,Enid,cv (%),13.9
GY,SRPN,2014.0,Enid,n,3.0
GY,SRPN,2014.0,Enid,l.s.d.,304.8
GY,SRPN,2014.0,Enid,mse,34829.0
GY,SRPN,2014.0,Goodwell (Irr),Mean,4807.7
GY,SRPN,2014.0,Goodwell (Irr),cv (%),12.5
GY,SRPN,2014.0,Goodwell (Irr),n,3.0
GY,SRPN,2014.0,Goodwell (Irr),l.s.d.,979.6
GY,SRPN,2014.0,Goodwell (Irr),mse,359850.0
GY,SRPN,2014.0,Lahoma,Mean,2441.2
GY,SRPN,2014.0,Lahoma,cv (%),13.1
GY,SRPN,2014.0,Lahoma,n,3.0
GY,SRPN,2014.0,Lahoma,l.s.d.,523.8
GY,SRPN,2014.0,Lahoma,mse,102879.0
GY,SRPN,2014.0,Granite,Mean,1774.0
GY,SRPN,2014.0,Granite,cv (%),17.8
GY,SRPN,2014.0,Granite,n,3.0
GY,SRPN,2014.0,Granite,l.s.d.,515.5
GY,SRPN,2014.0,Granite,mse,99642.0
GY,SRPN,2014.0,Manhattan,Mean,3619.8
GY,SRPN,2014.0,Manhattan,cv (%),8.3
GY,SRPN,2014.0,Manhattan,n,3.0
GY,SRPN,2014.0,Manhattan,l.s.d.,489.1
GY,SRPN,2014.0,Manhattan,mse,89716.8
GY,SRPN,2014.0,Hays,Mean,2966.5
GY,SRPN,2014.0,Hays,cv (%),8.9
GY,SRPN,2014.0,Hays,n,3.0
GY,SRPN,2014.0,Hays,l.s.d.,432.3
GY,SRPN,2014.0,Hays,mse,70090.0
GY,SRPN,2014.0,Wichita,Mean,3288.7
GY,SRPN,2014.0,Wichita,cv (%),15.9
GY,SRPN,2014.0,Wichita,n,3.0
GY,SRPN,2014.0,Wichita,l.s.d.,854.9
GY,SRPN,2014.0,Wichita,mse,274041.0
GY,SRPN,2014.0,Winfield,Mean,2744.1
GY,SRPN,2014.0,Winfield,cv (%),10.8
GY,SRPN,2014.0,Winfield,n,3.0
GY,SRPN,2014.0,Winfield,l.s.d.,482.8
GY,SRPN,2014.0,Winfield,mse,87409.0
GY,SRPN,2014.0,Colby,Mean,2930.0
GY,SRPN,2014.0,Colby,cv (%),10.8
GY,SRPN,2014.0,Colby,n,3.0
GY,SRPN,2014.0,Colby,l.s.d.,519.4
GY,SRPN,2014.0,Colby,mse,101163.0
GY,SRPN,2014.0,Walsh,Mean,3230.6
GY,SRPN,2014.0,Walsh,cv (%),19.4
GY,SRPN,2014.0,Walsh,n,3.0
GY,SRPN,2014.0,Walsh,l.s.d.,512.4
GY,SRPN,2014.0,Walsh,mse,98461.0
GY,SRPN,2014.0,Julesburg,Mean,5260.9
GY,SRPN,2014.0,Julesburg,cv (%),13.2
GY,SRPN,2014.0,Julesburg,n,3.0
GY,SRPN,2014.0,Julesburg,l.s.d.,359.4
GY,SRPN,2014.0,Julesburg,mse,48441.0
GY,SRPN,2014.0,Burlington,Mean,3533.1
GY,SRPN,2014.0,Burlington,cv (%),10.2
GY,SRPN,2014.0,Burlington,n,3.0
GY,SRPN,2014.0,Burlington,l.s.d.,349.4
GY,SRPN,2014.0,Burlington,mse,45792.0
GY,SRPN,2014.0,Fort Collins (Irr),Mean,6628.4
GY,SRPN,2014.0,Fort Collins (Irr),cv (%),6.5
GY,SRPN,2014.0,Fort Collins (Irr),n,3.0
GY,SRPN,2014.0,Fort Collins (Irr),l.s.d.,707.2
GY,SRPN,2014.0,Fort Collins (Irr),mse,187533.0
GY,SRPN,2014.0,Akron,Mean,5318.7
GY,SRPN,2014.0,Akron,cv (%),12.8
GY,SRPN,2014.0,Akron,n,3.0
GY,SRPN,2014.0,Akron,l.s.d.,1115.2
GY,SRPN,2014.0,Akron,mse,466352.0
GY,SRPN,2014.0,Lincoln,Mean,4456.4
GY,SRPN,2014.0,Lincoln,cv (%),8.4
GY,SRPN,2014.0,Lincoln,n,3.0
GY,SRPN,2014.0,Lincoln,l.s.d.,614.4
GY,SRPN,2014.0,Lincoln,mse,141571.0
GY,SRPN,2014.0,Clay Center,Mean,3857.9
GY,SRPN,2014.0,Clay Center,cv (%),8.1
GY,SRPN,2014.0,Clay Center,n,3.0
GY,SRPN,2014.0,Clay Center,l.s.d.,509.6
GY,SRPN,2014.0,Clay Center,mse,97388.0
GY,SRPN,2014.0,North Platte,Mean,3584.3
GY,SRPN,2014.0,North Platte,cv (%),11.3
GY,SRPN,2014.0,North Platte,n,2.0
GY,SRPN,2014.0,North Platte,l.s.d.,810.1
GY,SRPN,2014.0,North Platte,mse,164074.5
GY,SRPN,2014.0,Sidney,Mean,3996.1
GY,SRPN,2014.0,Sidney,cv (%),10.4
GY,SRPN,2014.0,Sidney,n,3.0
GY,SRPN,2014.0,Sidney,l.s.d.,681.7
GY,SRPN,2014.0,Sidney,mse,174282.2
GY,SRPN,2014.0,Alliance,Mean,4143.2
GY,SRPN,2014.0,Alliance,cv (%),13.7
GY,SRPN,2014.0,Alliance,n,3.0
GY,SRPN,2014.0,Alliance,l.s.d.,927.8
GY,SRPN,2014.0,Alliance,mse,322814.0
GY,SRPN,2014.0,Columbia,Mean,3575.3
GY,SRPN,2014.0,Columbia,cv (%),9.4
GY,SRPN,2014.0,Columbia,n,2.0
GY,SRPN,2014.0,Columbia,l.s.d.,668.9
GY,SRPN,2014.0,Columbia,mse,111870.0
GY,SRPN,2014.0,Lingle,Mean,3328.8
GY,SRPN,2014.0,Lingle,cv (%),14.8
GY,SRPN,2014.0,Lingle,n,3.0
GY,SRPN,2014.0,Lingle,l.s.d.,805.6
GY,SRPN,2014.0,Lingle,mse,243345.0
GY,SRPN,2014.0,Brookings,Mean,3653.1
GY,SRPN,2014.0,Brookings,cv (%),11.4
GY,SRPN,2014.0,Brookings,n,3.0
GY,SRPN,2014.0,Brookings,l.s.d.,681.5
GY,SRPN,2014.0,Brookings,mse,174174.0
GY,SRPN,2014.0,Winner,Mean,4509.6
GY,SRPN,2014.0,Winner,cv (%),9.3
GY,SRPN,2014.0,Winner,n,3.0
GY,SRPN,2014.0,Winner,l.s.d.,685.4
GY,SRPN,2014.0,Winner,mse,176154.0
GY,NRPN,2014.0,Wichita,Mean,3027.6
GY,NRPN,2014.0,Wichita,cv (%),16.9
GY,NRPN,2014.0,Wichita,n,3.0
GY,NRPN,2014.0,Wichita,l.s.d.,836.7
GY,NRPN,2014.0,Wichita,mse,262511.5
GY,NRPN,2014.0,Lincoln,Mean,4313.8
GY,NRPN,2014.0,Lincoln,cv (%),10.5
GY,NRPN,2014.0,Lincoln,n,3.0
GY,NRPN,2014.0,Lincoln,l.s.d.,737.1
GY,NRPN,2014.0,Lincoln,mse,203735.8
GY,NRPN,2014.0,North Platte,Mean,3571.3
GY,NRPN,2014.0,North Platte,cv (%),10.5
GY,NRPN,2014.0,North Platte,n,2.0
GY,NRPN,2014.0,North Platte,l.s.d.,779.4
GY,NRPN,2014.0,North Platte,mse,151871.8
GY,NRPN,2014.0,Sidney,Mean,3977.3
GY,NRPN,2014.0,Sidney,cv (%),12.0
GY,NRPN,2014.0,Sidney,n,3.0
GY,NRPN,2014.0,Sidney,l.s.d.,790.8
GY,NRPN,2014.0,Sidney,mse,234491.9
GY,NRPN,2014.0,Alliance,Mean,3938.4
GY,NRPN,2014.0,Alliance,cv (%),12.2
GY,NRPN,2014.0,Alliance,n,3.0
GY,NRPN,2014.0,Alliance,l.s.d.,779.9
GY,NRPN,2014.0,Alliance,mse,228120.0
GY,NRPN,2014.0,Brookings,Mean,3423.1
GY,NRPN,2014.0,Brookings,cv (%),12.9
GY,NRPN,2014.0,Brookings,n,3.0
GY,NRPN,2014.0,Brookings,l.s.d.,724.6
GY,NRPN,2014.0,Brookings,mse,196884.0
GY,NRPN,2014.0,Winner,Mean,4608.4
GY,NRPN,2014.0,Winner,cv (%),8.1
GY,NRPN,2014.0,Winner,n,3.0
GY,NRPN,2014.0,Winner,l.s.d.,611.9
GY,NRPN,2014.0,Winner,mse,140389.0
GY,NRPN,2014.0,Plankington,Mean,4396.9
GY,NRPN,2014.0,Plankington,cv (%),14.1
GY,NRPN,2014.0,Plankington,n,3.0
GY,NRPN,2014.0,Plankington,l.s.d.,ns
GY,NRPN,2014.0,Plankington,mse,383719.0
GY,NRPN,2014.0,St. Paul,Mean,6405.7
GY,NRPN,2014.0,St. Paul,cv (%),10.4
GY,NRPN,2014.0,St. Paul,n,3.0
GY,NRPN,2014.0,St. Paul,l.s.d.,1089.7
GY,NRPN,2014.0,St. Paul,mse,445262.0
GY,NRPN,2014.0,Crookston,Mean,3739.5
GY,NRPN,2014.0,Crookston,cv (%),20.0
GY,NRPN,2014.0,Crookston,n,3.0
GY,NRPN,2014.0,Crookston,l.s.d.,1218.8
GY,NRPN,2014.0,Crookston,mse,557067.0
GY,NRPN,2014.0,Minot,Mean,4772.2
GY,NRPN,2014.0,Minot,cv (%),6.1
GY,NRPN,2014.0,Minot,n,3.0
GY,NRPN,2014.0,Minot,l.s.d.,477.2
GY,NRPN,2014.0,Minot,mse,85389.0
GY,NRPN,2014.0,Lingle,Mean,3606.2
GY,NRPN,2014.0,Lingle,cv (%),12.9
GY,NRPN,2014.0,Lingle,n,3.0
GY,NRPN,2014.0,Lingle,l.s.d.,760.3
GY,NRPN,2014.0,Lingle,mse,216748.0
GY,NRPN,2014.0,Moccasin,Mean,3682.4
GY,NRPN,2014.0,Moccasin,cv (%),7.4
GY,NRPN,2014.0,Moccasin,n,3.0
GY,NRPN,2014.0,Moccasin,l.s.d.,448.3
GY,NRPN,2014.0,Moccasin,mse,75349.0
GY,NRPN,2014.0,Bozeman,Mean,6891.5
GY,NRPN,2014.0,Bozeman,cv (%),6.6
GY,NRPN,2014.0,Bozeman,n,3.0
GY,NRPN,2014.0,Bozeman,l.s.d.,739.4
GY,NRPN,2014.0,Bozeman,mse,205026.0
GY,NRPN,2014.0,Lethbridge,Mean,5503.7
GY,NRPN,2014.0,Lethbridge,cv (%),10.2
GY,NRPN,2014.0,Lethbridge,n,3.0
GY,NRPN,2014.0,Lethbridge,l.s.d.,921.8
GY,NRPN,2014.0,Lethbridge,mse,318617.0
GY,SRPN,1995.0,Prosper,Replications,
GY,SRPN,1995.0,Prosper,Mean,3323.0
GY,SRPN,1995.0,Prosper,LSD(0.05),493.0
GY,SRPN,1995.0,Prosper,CV,9.1
GY,SRPN,1995.0,Bushland (Irr),Replications,
GY,SRPN,1995.0,Bushland (Irr),Mean,5644.0
GY,SRPN,1995.0,Bushland (Irr),LSD(0.05),700.0
GY,SRPN,1995.0,Bushland (Irr),CV,7.6
GY,SRPN,1995.0,Bushland (Dry),Replications,
GY,SRPN,1995.0,Bushland (Dry),Mean,789.0
GY,SRPN,1995.0,Bushland (Dry),LSD(0.05),321.0
GY,SRPN,1995.0,Bushland (Dry),CV,24.9
GY,SRPN,1995.0,Clovis (Irr),Replications,
GY,SRPN,1995.0,Clovis (Irr),Mean,1493.0
GY,SRPN,1995.0,Clovis (Irr),LSD(0.05),797
GY,SRPN,1995.0,Clovis (Irr),CV,32.7
GY,SRPN,1995.0,Clovis (Dry),Replications,
GY,SRPN,1995.0,Clovis (Dry),Mean,205.0
GY,SRPN,1995.0,Clovis (Dry),LSD(0.05),146
GY,SRPN,1995.0,Clovis (Dry),CV,43.7
GY,SRPN,1995.0,Farmington,Replications,
GY,SRPN,1995.0,Farmington,Mean,6760.0
GY,SRPN,1995.0,Farmington,LSD(0.05),1129
GY,SRPN,1995.0,Farmington,CV,11.9
GY,SRPN,1995.0,Columbia,Replications,
GY,SRPN,1995.0,Columbia,Mean,2742.0
GY,SRPN,1995.0,Columbia,LSD(0.05),541
GY,SRPN,1995.0,Columbia,CV,12.1
GY,SRPN,1995.0,Goodwell,Replications,
GY,SRPN,1995.0,Goodwell,Mean,2710
GY,SRPN,1995.0,Goodwell,LSD(0.05),486
GY,SRPN,1995.0,Goodwell,CV,11.0
GY,SRPN,1995.0,Lahoma,Replications,
GY,SRPN,1995.0,Lahoma,Mean,2206.0
GY,SRPN,1995.0,Lahoma,LSD(0.05),331.0
GY,SRPN,1995.0,Lahoma,CV,9.2
GY,SRPN,1995.0,Altus,Replications,
GY,SRPN,1995.0,Altus,Mean,3220.0
GY,SRPN,1995.0,Altus,LSD(0.05),627.0
GY,SRPN,1995.0,Altus,CV,11.9
GY,SRPN,1995.0,Stillwater,Replications,
